,0
4302," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4303," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4304," skin_rash, high_fever, blister/nIt might be Impetigo"
4305,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4306," continuous_sneezing, shivering, chills/nIt might be Allergy"
4307," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4308,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4309,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4310," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4311," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4312," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4313," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4314," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4315," headache, chest_pain, dizziness/nIt might be Hypertension "
4316," acidity, indigestion, headache/nIt might be Migraine"
4317," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4318," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4319,"itching, vomiting, fatigue/nIt might be Jaundice"
4320," chills, vomiting, high_fever/nIt might be Malaria"
4321,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4322," skin_rash, chills, joint_pain/nIt might be Dengue"
4323," chills, vomiting, fatigue/nIt might be Typhoid"
4324," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4325,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4326," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4327," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4328," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4329," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4330," chills, vomiting, fatigue/nIt might be Tuberculosis"
4331," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4332," chills, fatigue, cough/nIt might be Pneumonia"
4333," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4334," vomiting, breathlessness, sweating/nIt might be Heart attack"
4335," fatigue, cramps, bruising/nIt might be Varicose veins"
4336," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4337," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4338," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4339," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4340," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4341," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4342," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4343," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4344," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4345," skin_rash, high_fever, blister/nIt might be Impetigo"
4346,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4347," continuous_sneezing, shivering, chills/nIt might be Allergy"
4348," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4349,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4350,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4351," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4352," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4353," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4354," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4355," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4356," headache, chest_pain, dizziness/nIt might be Hypertension "
4357," acidity, indigestion, headache/nIt might be Migraine"
4358," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4359," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4360,"itching, vomiting, fatigue/nIt might be Jaundice"
4361," chills, vomiting, high_fever/nIt might be Malaria"
4362,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4363," skin_rash, chills, joint_pain/nIt might be Dengue"
4364," chills, vomiting, fatigue/nIt might be Typhoid"
4365," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4366,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4367," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4368," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4369," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4370," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4371," chills, vomiting, fatigue/nIt might be Tuberculosis"
4372," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4373," chills, fatigue, cough/nIt might be Pneumonia"
4374," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4375," vomiting, breathlessness, sweating/nIt might be Heart attack"
4376," fatigue, cramps, bruising/nIt might be Varicose veins"
4377," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4378," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4379," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4380," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4381," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4382," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4383," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4384," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4385," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4386," skin_rash, high_fever, blister/nIt might be Impetigo"
4387,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4388," continuous_sneezing, shivering, chills/nIt might be Allergy"
4389," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4390,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4391,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4392," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4393," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4394," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4395," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4396," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4397," headache, chest_pain, dizziness/nIt might be Hypertension "
4398," acidity, indigestion, headache/nIt might be Migraine"
4399," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4400," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4401,"itching, vomiting, fatigue/nIt might be Jaundice"
4402," chills, vomiting, high_fever/nIt might be Malaria"
4403,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4404," skin_rash, chills, joint_pain/nIt might be Dengue"
4405," chills, vomiting, fatigue/nIt might be Typhoid"
4406," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4407,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4408," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4409," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4410," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4411," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4412," chills, vomiting, fatigue/nIt might be Tuberculosis"
4413," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4414," chills, fatigue, cough/nIt might be Pneumonia"
4415," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4416," vomiting, breathlessness, sweating/nIt might be Heart attack"
4417," fatigue, cramps, bruising/nIt might be Varicose veins"
4418," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4419," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4420," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4421," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4422," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4423," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4424," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4425," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4426," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4427," skin_rash, high_fever, blister/nIt might be Impetigo"
4428,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4429," continuous_sneezing, shivering, chills/nIt might be Allergy"
4430," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4431,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4432,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4433," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4434," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4435," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4436," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4437," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4438," headache, chest_pain, dizziness/nIt might be Hypertension "
4439," acidity, indigestion, headache/nIt might be Migraine"
4440," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4441," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4442,"itching, vomiting, fatigue/nIt might be Jaundice"
4443," chills, vomiting, high_fever/nIt might be Malaria"
4444,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4445," skin_rash, chills, joint_pain/nIt might be Dengue"
4446," chills, vomiting, fatigue/nIt might be Typhoid"
4447," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4448,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4449," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4450," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4451," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4452," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4453," chills, vomiting, fatigue/nIt might be Tuberculosis"
4454," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4455," chills, fatigue, cough/nIt might be Pneumonia"
4456," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4457," vomiting, breathlessness, sweating/nIt might be Heart attack"
4458," fatigue, cramps, bruising/nIt might be Varicose veins"
4459," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4460," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4461," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4462," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4463," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4464," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4465," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4466," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4467," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4468," skin_rash, high_fever, blister/nIt might be Impetigo"
4469,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4470," continuous_sneezing, shivering, chills/nIt might be Allergy"
4471," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4472,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4473,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4474," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4475," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4476," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4477," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4478," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4479," headache, chest_pain, dizziness/nIt might be Hypertension "
4480," acidity, indigestion, headache/nIt might be Migraine"
4481," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4482," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4483,"itching, vomiting, fatigue/nIt might be Jaundice"
4484," chills, vomiting, high_fever/nIt might be Malaria"
4485,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4486," skin_rash, chills, joint_pain/nIt might be Dengue"
4487," chills, vomiting, fatigue/nIt might be Typhoid"
4488," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4489,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4490," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4491," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4492," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4493," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4494," chills, vomiting, fatigue/nIt might be Tuberculosis"
4495," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4496," chills, fatigue, cough/nIt might be Pneumonia"
4497," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4498," vomiting, breathlessness, sweating/nIt might be Heart attack"
4499," fatigue, cramps, bruising/nIt might be Varicose veins"
4500," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4501," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4502," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4503," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4504," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4505," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4506," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4507," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4508," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4509," skin_rash, high_fever, blister/nIt might be Impetigo"
4510,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4511," continuous_sneezing, shivering, chills/nIt might be Allergy"
4512," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4513,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4514,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4515," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4516," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4517," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4518," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4519," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4520," headache, chest_pain, dizziness/nIt might be Hypertension "
4521," acidity, indigestion, headache/nIt might be Migraine"
4522," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4523," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4524,"itching, vomiting, fatigue/nIt might be Jaundice"
4525," chills, vomiting, high_fever/nIt might be Malaria"
4526,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4527," skin_rash, chills, joint_pain/nIt might be Dengue"
4528," chills, vomiting, fatigue/nIt might be Typhoid"
4529," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4530,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4531," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4532," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4533," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4534," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4535," chills, vomiting, fatigue/nIt might be Tuberculosis"
